SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
280523,0,Cash loans,F,Y,Y,2,270000.0,1185282.0,38236.5,1035000.0,"Spouse, partner",Pensioner,Higher education,Civil marriage,House / apartment,0.072508,-17051,365243,-11139.0,-591,64.0,1,0,0,1,0,0,,4.0,1,1,FRIDAY,14,0,0,0,0,0,0,XNA,,0.7094486613920431,0.8193176922872417,0.2769,0.1482,0.9781,0.7008,0.0,0.32,0.2345,0.375,0.0417,0.2269,0.2258,0.2503,0.0,0.0756,0.3015,0.1941,0.9782,0.7125,0.0,0.3222,0.2759,0.3333,0.0417,0.2082,0.2635,0.1765,0.0,0.0,0.2987,0.187,0.9781,0.7048,0.0,0.32,0.2759,0.3333,0.0417,0.2071,0.2454,0.2753,0.0,0.1282,not specified,block of flats,0.2129,Panel,No,0.0,0.0,0.0,0.0,-946.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
329038,0,Cash loans,F,N,Y,1,202500.0,521280.0,28408.5,450000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.019101,-10056,-1375,-542.0,-718,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,11,0,0,0,0,0,0,Agriculture,,0.2124369819072672,0.6528965519806539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
120568,0,Cash loans,F,N,Y,0,85500.0,599472.0,21663.0,517500.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.01885,-12791,-4738,-1059.0,-4543,,1,1,1,1,1,0,High skill tech staff,2.0,2,2,FRIDAY,9,0,0,0,0,0,0,School,,0.5998242208881726,0.7001838506835805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-353.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
246801,0,Cash loans,M,Y,Y,0,180000.0,1024740.0,52452.0,900000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008575,-15124,-3482,-3983.0,-5067,1.0,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,13,0,1,1,0,1,1,Construction,0.2425714818247461,0.4327535015568649,0.8128226070575616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-963.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
137460,0,Cash loans,M,N,N,1,180000.0,163332.0,11178.0,117000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.018029,-8611,-477,-3474.0,-1285,,1,1,0,1,0,0,Low-skill Laborers,2.0,3,3,SUNDAY,8,0,0,0,0,0,0,Business Entity Type 3,0.1332090740467217,0.3812129257871774,0.0426338430544307,0.1629,,0.9781,,,0.0,0.2759,0.1667,,,,0.1521,,0.0077,0.166,,0.9782,,,0.0,0.2759,0.1667,,,,0.1585,,0.0081,0.1645,,0.9781,,,0.0,0.2759,0.1667,,,,0.1548,,0.0078,,block of flats,0.1213,Panel,No,2.0,0.0,2.0,0.0,-250.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
333865,0,Cash loans,F,N,Y,0,157500.0,824823.0,24246.0,688500.0,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,0.010032,-20295,-1010,-4916.0,-3447,,1,1,0,1,0,0,Medicine staff,2.0,2,2,THURSDAY,5,0,0,0,1,1,0,Medicine,,0.2362949593109763,0.5136937663039473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,9.0
140667,1,Cash loans,M,N,Y,0,112500.0,894906.0,26293.5,747000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020246,-19677,-1529,-12209.0,-1737,,1,1,0,1,0,0,,2.0,3,3,FRIDAY,11,0,0,0,0,1,1,Self-employed,,0.0657808033187125,,0.1485,,0.9831,0.7688,,0.0,0.1034,0.1667,,0.0553,,0.0693,,0.0189,0.1513,,0.9831,0.7779,,0.0,0.1034,0.1667,,0.0566,,0.0722,,0.02,0.1499,,0.9831,0.7719,,0.0,0.1034,0.1667,,0.0563,,0.0705,,0.0193,reg oper account,block of flats,0.0586,Block,No,0.0,0.0,0.0,0.0,-157.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
409357,0,Cash loans,M,N,N,0,166500.0,376078.5,19471.5,310500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020246,-8927,-1830,-860.0,-1590,,1,1,0,1,0,0,High skill tech staff,1.0,3,3,TUESDAY,11,0,0,0,0,0,0,Security,0.4234364445719295,0.2897212419460685,,0.066,0.08,0.9727,0.626,0.0059,0.0,0.1379,0.125,0.1667,0.0741,0.0538,0.052,0.0,0.0,0.0672,0.083,0.9727,0.6406,0.006,0.0,0.1379,0.125,0.1667,0.0758,0.0588,0.0541,0.0,0.0,0.0666,0.08,0.9727,0.631,0.006,0.0,0.1379,0.125,0.1667,0.0754,0.0547,0.0529,0.0,0.0,reg oper account,block of flats,0.0441,Panel,No,0.0,0.0,0.0,0.0,-260.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
348592,0,Cash loans,F,N,Y,0,108000.0,303489.0,29695.5,274500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.019101,-21755,365243,-11640.0,-4045,,1,0,0,1,0,0,,2.0,2,2,MONDAY,10,0,0,0,0,0,0,XNA,,0.3593182363659372,0.4188542886233217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-438.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
130536,0,Cash loans,F,N,Y,1,225000.0,473760.0,51151.5,450000.0,Family,Working,Incomplete higher,Married,House / apartment,0.030755,-13596,-419,-409.0,-3482,,1,1,0,1,0,0,,3.0,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5784626982624442,0.5915505010985768,,0.0124,0.0,0.9518,0.3404,0.0014,0.0,0.069,0.0417,,0.0148,,0.0111,,0.0029,0.0126,0.0,0.9518,0.3662,0.0014,0.0,0.069,0.0417,,0.0151,,0.0116,,0.003,0.0125,0.0,0.9518,0.3492,0.0014,0.0,0.069,0.0417,,0.015,,0.0113,,0.0029,reg oper spec account,block of flats,0.0087,"Stone, brick",No,0.0,0.0,0.0,0.0,-3459.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
205439,0,Cash loans,M,N,N,0,315000.0,296280.0,21690.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,Municipal apartment,0.001276,-10149,-601,-4543.0,-2814,,1,1,0,1,0,0,IT staff,1.0,2,2,WEDNESDAY,5,0,0,0,0,0,0,Other,0.7318448890066709,0.5004447019601558,0.1664055461839363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-880.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
256622,0,Cash loans,F,N,N,0,76500.0,272520.0,21658.5,225000.0,Family,Working,Secondary / secondary special,Single / not married,With parents,0.009175,-13055,-1845,-6891.0,-4252,,1,1,1,1,0,0,Laborers,1.0,2,2,FRIDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.3915025255925588,0.602519148522533,0.6195277080511546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1766.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0
407720,0,Cash loans,M,N,Y,1,112500.0,225000.0,15660.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-10815,-2806,-4625.0,-3284,,1,1,0,1,0,0,Managers,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,,0.6152871832623411,0.3825018041447388,0.0186,0.059,0.9707,0.5988,0.0766,0.0,0.069,0.0833,0.125,0.0361,0.0151,0.0165,0.0,0.0,0.0189,0.0613,0.9707,0.6145,0.0773,0.0,0.069,0.0833,0.125,0.0369,0.0165,0.0172,0.0,0.0,0.0187,0.059,0.9707,0.6042,0.0771,0.0,0.069,0.0833,0.125,0.0367,0.0154,0.0168,0.0,0.0,reg oper account,block of flats,0.0326,"Stone, brick",No,0.0,0.0,0.0,0.0,-1598.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
148478,0,Revolving loans,F,N,Y,1,157500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010032,-16223,-423,-5861.0,-4460,,1,1,0,1,0,0,Laborers,2.0,2,2,FRIDAY,3,0,0,0,0,0,0,Business Entity Type 3,,0.253284768428344,0.3910549766342248,0.0711,0.0954,0.9871,0.8232,0.0228,0.04,0.0345,0.3333,0.375,,0.0538,0.0723,0.0193,0.089,0.0725,0.099,0.9871,0.8301,0.023,0.0403,0.0345,0.3333,0.375,,0.0588,0.0754,0.0195,0.0942,0.0718,0.0954,0.9871,0.8256,0.0229,0.04,0.0345,0.3333,0.375,,0.0547,0.0736,0.0194,0.0909,reg oper spec account,block of flats,0.0887,"Stone, brick",No,5.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
266306,0,Cash loans,F,N,Y,0,90000.0,544491.0,16047.0,454500.0,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018634,-22851,365243,-9488.0,-4232,,1,0,0,1,0,0,,1.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.7770389550995289,0.7252764347002191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-244.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
263601,0,Cash loans,F,N,Y,0,144000.0,239850.0,23364.0,225000.0,Unaccompanied,Working,Higher education,Separated,House / apartment,0.004849,-21423,-1413,-553.0,-4846,,1,1,1,1,0,0,,1.0,2,2,THURSDAY,10,0,1,1,0,1,1,Other,,0.6513708764512699,0.5989262182569273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1220.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
326579,0,Cash loans,F,N,N,0,117000.0,225000.0,8482.5,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,Municipal apartment,0.009334,-19871,365243,-9835.0,-3248,,1,0,0,1,1,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.7732849814348132,0.6109913280868294,0.0082,,0.9617,,,0.0,0.069,0.0417,,0.0513,,0.0202,,,0.0084,,0.9618,,,0.0,0.069,0.0417,,0.0524,,0.021,,,0.0083,,0.9617,,,0.0,0.069,0.0417,,0.0522,,0.0206,,,,block of flats,0.0172,Wooden,No,0.0,0.0,0.0,0.0,-1454.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
202813,0,Cash loans,F,N,Y,0,49500.0,74182.5,5292.0,67500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.0105,-22295,365243,-9793.0,-3940,,1,0,0,1,1,0,,1.0,3,3,WEDNESDAY,10,0,0,0,0,0,0,XNA,,0.174435094931364,0.4507472818545589,0.0186,0.0429,0.9871,0.8232,0.0148,0.0,0.1034,0.0417,0.0417,0.0469,0.0151,0.0176,0.0,0.0,0.0189,0.0445,0.9871,0.8301,0.0149,0.0,0.1034,0.0417,0.0417,0.048,0.0165,0.0183,0.0,0.0,0.0187,0.0429,0.9871,0.8256,0.0149,0.0,0.1034,0.0417,0.0417,0.0477,0.0154,0.0179,0.0,0.0,org spec account,block of flats,0.0219,"Stone, brick",No,1.0,0.0,1.0,0.0,-370.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
187321,1,Cash loans,M,N,Y,0,202500.0,1006920.0,42790.5,900000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-18847,-1322,-1918.0,-2393,,1,1,0,1,0,0,Laborers,2.0,2,2,TUESDAY,11,0,0,0,0,0,0,Construction,0.518764705166315,0.7353258048957276,0.6279908192952864,0.1309,,0.6533,,,0.1064,0.069,0.4792,,,,0.0733,,0.4466,0.0,,0.0,,,0.0,0.0345,0.3333,,,,0.0763,,0.2005,0.1291,,0.9771,,,0.08,0.069,0.4792,,,,0.0746,,0.4559,,block of flats,0.0,Panel,No,5.0,0.0,5.0,0.0,-1852.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.0,0.0,1.0
220830,1,Cash loans,F,N,Y,0,157500.0,165024.0,6057.0,108000.0,Unaccompanied,State servant,Secondary / secondary special,Single / not married,House / apartment,0.030755,-16681,-2000,-114.0,-239,,1,1,0,1,0,0,Cooking staff,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,Kindergarten,,0.1621921059592286,0.4365064990977374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,3.0,2.0,-2018.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
226606,0,Cash loans,M,N,Y,0,90000.0,314100.0,16573.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.022625,-17027,-727,-8001.0,-555,,1,1,0,1,0,0,Sales staff,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,Self-employed,,0.4605529118958775,0.8425892767430772,0.3701,0.1514,0.9891,0.8504,0.1256,0.2,0.1724,0.3333,0.375,0.1455,0.3018,0.2433,0.0,0.0021,0.3771,0.1571,0.9891,0.8563,0.1267,0.2014,0.1724,0.3333,0.375,0.1489,0.3297,0.2535,0.0,0.0022,0.3737,0.1514,0.9891,0.8524,0.1263,0.2,0.1724,0.3333,0.375,0.1481,0.307,0.2477,0.0,0.0021,not specified,block of flats,0.2604,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
255072,0,Cash loans,F,N,Y,1,121500.0,568057.5,24196.5,459000.0,Unaccompanied,Working,Incomplete higher,Single / not married,House / apartment,0.008625,-9717,-1828,-2972.0,-1119,,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 1,0.5370123229255955,0.418507619465926,0.5136937663039473,0.0928,0.0815,0.9771,0.6872,0.1419,0.0,0.2069,0.1667,0.0417,0.031,0.0756,0.0877,0.0,0.0396,0.0945,0.0846,0.9772,0.6994,0.1432,0.0,0.2069,0.1667,0.0417,0.0317,0.0826,0.0914,0.0,0.0419,0.0937,0.0815,0.9771,0.6914,0.1428,0.0,0.2069,0.1667,0.0417,0.0315,0.077,0.0893,0.0,0.0404,reg oper account,block of flats,0.0776,Panel,No,0.0,0.0,0.0,0.0,-643.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
167878,1,Cash loans,M,N,N,0,103500.0,450000.0,22018.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Separated,Rented apartment,0.008068,-19470,-4450,-6732.0,-1250,,1,1,1,1,1,0,Laborers,1.0,3,3,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.3823709394559282,0.1040626079234875,0.3139166772114369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-177.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
147553,1,Cash loans,F,Y,N,0,180000.0,781920.0,25969.5,675000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,Co-op apartment,0.035792,-17293,-2397,-7090.0,-808,64.0,1,1,0,1,1,0,Managers,1.0,2,2,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.8289281346549124,0.7213439873616608,0.4223696523543468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2636.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0
195122,0,Revolving loans,M,Y,Y,0,112500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-14125,-1407,-2750.0,-3051,12.0,1,1,0,1,0,0,Laborers,1.0,2,2,MONDAY,14,0,1,1,0,1,1,Business Entity Type 3,0.2523818299202048,0.5842447837671353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-258.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
243791,0,Cash loans,M,Y,N,0,180000.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-17277,-6331,-9807.0,-708,0.0,1,1,0,1,0,0,Managers,2.0,2,1,FRIDAY,7,0,0,0,0,0,0,Self-employed,0.7529418577742322,0.60219440550037,,0.1144,0.1403,0.9821,0.7552,0.0303,0.0,0.2759,0.1667,0.2083,0.1089,0.0916,0.127,0.0077,0.0172,0.1166,0.1456,0.9821,0.7648,0.0305,0.0,0.2759,0.1667,0.2083,0.1114,0.1001,0.1323,0.0078,0.0182,0.1155,0.1403,0.9821,0.7585,0.0304,0.0,0.2759,0.1667,0.2083,0.1108,0.0932,0.1293,0.0078,0.0175,,block of flats,0.1179,Panel,No,1.0,0.0,1.0,0.0,-1089.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
370195,0,Cash loans,M,N,Y,2,153000.0,360000.0,24187.5,360000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.003069,-13318,-2734,-3864.0,-5043,,1,1,0,1,1,0,Managers,4.0,3,3,FRIDAY,14,0,0,0,0,1,1,Government,0.6390202874022265,0.7004250159335118,0.324891229465852,0.1485,0.1031,0.9851,,,0.16,0.1379,0.3333,,0.1078,,0.0866,,0.0018,0.1513,0.107,0.9851,,,0.1611,0.1379,0.3333,,0.1103,,0.0902,,0.0019,0.1499,0.1031,0.9851,,,0.16,0.1379,0.3333,,0.1097,,0.0881,,0.0018,,block of flats,0.1134,Panel,No,0.0,0.0,0.0,0.0,-1510.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
454056,0,Cash loans,M,Y,Y,1,81000.0,585000.0,22666.5,585000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14061,-287,-5031.0,-4724,16.0,1,1,1,1,0,0,,3.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,,0.7029471420326784,0.3123653692278984,0.166,0.0764,0.9846,0.7892,0.0,0.0,0.0345,0.1667,0.2083,0.0,0.1353,0.0907,0.0,0.0,0.1691,0.0793,0.9846,0.7975,0.0,0.0,0.0345,0.1667,0.2083,0.0,0.1478,0.0945,0.0,0.0,0.1676,0.0764,0.9846,0.792,0.0,0.0,0.0345,0.1667,0.2083,0.0,0.1377,0.0923,0.0,0.0,reg oper spec account,specific housing,0.0717,"Stone, brick",No,4.0,0.0,4.0,0.0,-267.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,4.0
446571,0,Cash loans,M,N,Y,1,180000.0,436032.0,20457.0,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0084739999999999,-17344,-2348,-587.0,-848,,1,1,0,1,0,0,Drivers,3.0,2,2,TUESDAY,13,0,0,0,1,1,1,Other,,0.6341607487144458,0.4294236843421945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-963.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
314437,0,Cash loans,F,N,Y,0,90000.0,830214.0,24273.0,693000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-14032,-2053,-2950.0,-4179,,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,12,0,0,0,0,0,0,Kindergarten,,0.5333876592404788,0.6109913280868294,0.2784,0.095,0.9806,0.7348,0.0091,0.0,0.1724,0.1667,0.2083,0.0705,0.2244,0.096,0.0116,0.0385,0.2836,0.0986,0.9806,0.7452,0.0092,0.0,0.1724,0.1667,0.2083,0.0721,0.2452,0.1,0.0117,0.0408,0.281,0.095,0.9806,0.7383,0.0092,0.0,0.1724,0.1667,0.2083,0.0717,0.2283,0.0977,0.0116,0.0393,reg oper account,block of flats,0.0987,"Stone, brick",No,0.0,0.0,0.0,0.0,-1525.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,1.0
296876,0,Cash loans,F,N,Y,0,54000.0,206280.0,7906.5,135000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-20019,-2815,-11435.0,-3464,,1,1,0,1,1,0,Laborers,2.0,2,2,TUESDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.388491555803847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
146778,1,Cash loans,F,N,Y,1,90000.0,891072.0,45625.5,720000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020246,-17922,-1272,-1602.0,-1475,,1,1,0,1,0,0,Security staff,3.0,3,3,TUESDAY,13,0,0,0,0,0,0,Agriculture,,0.0038980201826125,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-82.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
